k,c,success_count,fail_count,avg_min_length,avg_max_force
10236.3941671,134.465171395,128,872,0.147994332054,3719.42809882
13914.2831315,682.767889998,138,862,0.320694413129,5501.34208278
6007.22355278,1376.41622865,0,1000,0.366370709624,10643.0147744
22011.9866107,817.100589691,530,470,0.352344298045,6876.65518033
20509.2811573,1404.3771699,0,1000,0.390268777714,11395.5913406
7093.12339223,1225.25733411,0,1000,0.357655513167,9490.21449607
14348.6783636,640.315321579,292,708,0.315676845346,5177.41252123
8784.27933183,1340.80349661,0,1000,0.370811908571,10499.0342627
13213.9537901,312.640641203,714,286,0.241961504808,3910.9414905
9561.45096181,176.25247225,250,750,0.161005781863,3432.36054009
15704.5985393,1451.2934944,0,1000,0.389192223948,11490.0990327
23152.7815189,984.826898623,269,731,0.36782479085,8256.50204787
8680.6767941,613.74596737,4,996,0.286285539169,4811.8328403
12831.6618901,389.213419379,682,318,0.260237165778,3855.52229559
14957.0137753,990.495787618,3,997,0.355948590072,7990.30375419
18085.1797601,109.540583186,1,999,0.2074658702,5361.03446782
25301.9402909,1390.11875002,36,964,0.395274542791,11293.9939255
24876.4503839,1255.29591881,64,936,0.387544825444,10297.6028755
24129.8457031,553.223150329,1000,0,0.326190688433,5480.30896061
21442.9036096,300.425903542,427,573,0.276025100858,5221.31084641
5639.24508505,998.19599072,0,1000,0.327551194868,7771.94218238
27581.2026245,1203.1581917,258,742,0.387763982541,9932.66323943
25309.7681638,474.381395728,948,52,0.318059587862,5530.35770379
19999.196395,215.368362923,192,808,0.250367834364,5226.27501632
18648.0883746,779.905608467,333,667,0.342350854482,6475.72773826
26782.8810614,1396.68727769,45,955,0.396481918837,11407.0382449
11842.4614365,1199.11711537,0,1000,0.36707018273,9502.47336858
7437.69223854,1376.54607464,0,1000,0.370692817647,10647.1191918
13204.0019198,1294.660898,0,1000,0.377677817959,10115.8792479
21733.9245643,175.281238385,35,965,0.24640701617,5670.76104351
11089.2783019,423.791897787,509,491,0.260093097518,3650.56142587
6592.11919708,528.466038957,0,1000,0.249997642759,4083.27146056
5128.49083206,347.977996413,28,972,0.172096011156,2632.58695008
7106.38446706,723.573325526,0,1000,0.294669478204,5678.76698015
10890.5711785,1055.71364711,0,1000,0.354244970934,8293.44652328
26781.2906183,1421.0038019,44,956,0.396841042586,11660.4166569
24580.3863306,505.217254889,992,8,0.321131473817,5449.62933136
29664.0777922,1224.54286739,349,651,0.390609723159,10155.1597284
7049.14328492,936.975983201,0,1000,0.328049363218,7290.88742756
20624.4935599,1005.57212493,92,908,0.366162426971,8345.96967886
12678.6412634,993.690807564,0,1000,0.351113626368,7998.39854323
28986.8044895,1303.5514136,204,796,0.393173279529,10771.0278073
7203.80392187,404.797514357,90,910,0.221690716188,3150.94865048
25513.8034779,372.349051977,546,454,0.301576558418,5653.99101546
20901.1835264,1047.30248623,61,939,0.370427791067,8584.57315228
19445.6992201,662.51039148,709,291,0.331055020122,5587.75293878
16930.0019962,531.023777722,842,158,0.305934522673,4659.37657773
29531.039874,1210.28823611,331,669,0.388890927572,10145.4562006
28346.6486371,1405.48448655,87,913,0.397561562849,11537.6463966
16719.7469682,663.113220722,464,536,0.325763224281,5456.64677445
28054.7983007,1087.88955275,410,590,0.380086499502,9217.67859759
12606.0466228,298.791963819,674,326,0.235084404903,3806.04679492
20300.2132726,294.945587687,461,539,0.271391279382,5051.85576958
13152.6964081,528.821393375,468,532,0.291311840808,4353.76267261
13744.9015756,199.282337834,343,657,0.208862539218,4223.17460333
10826.8203786,1307.49510954,0,1000,0.373355874034,10274.6837891
20740.7086182,1073.26245475,53,947,0.372761981695,8790.68747027
8307.19855438,1308.87845282,0,1000,0.367965899834,10216.9999958
19565.7162903,1468.62594292,0,1000,0.393355049603,11788.2469433
27787.8681559,1493.66382332,28,972,0.401129541337,12230.3805295
6404.05019033,410.124174869,44,956,0.215576218628,3123.74752392
18189.0912386,457.894732272,958,42,0.29758988026,4634.35501655
9186.49363285,340.234917701,431,569,0.221217353974,3218.819092
5831.69931825,747.630958868,0,1000,0.291287168091,5817.68771568
15396.5336021,270.643320518,628,372,0.241956057823,4348.69834164
14918.8765219,188.381866923,246,754,0.214365325485,4459.52727306
16281.665252,763.60877197,180,820,0.33569230071,6276.24129336
18251.5614712,1316.84480219,0,1000,0.384834054947,10567.2446668
15267.731154,755.172649394,108,892,0.332640970566,6158.60417916
27376.4149716,1244.67273469,176,824,0.389510225498,10277.9054458
21838.6645595,1294.53945592,8,992,0.38657017616,10585.8343034
11921.7492795,292.306442975,643,357,0.229533409533,3674.75252699
28270.6018011,164.488288564,9,991,0.267034033231,6721.28504809
23659.0721675,1025.11794034,227,773,0.370817764014,8613.18882778
26141.3381214,536.200430438,996,4,0.32858666357,5639.56269741
5041.09404935,463.444589034,0,1000,0.214340886452,3485.72158533
19269.0370095,626.980952938,820,180,0.327685666665,5267.5180481
26551.9035783,770.186799459,936,64,0.354199700578,6677.74997453
18845.5859036,247.567400734,330,670,0.253889879141,4942.25986257
12034.8245432,818.17108809,5,995,0.330264434544,6599.27266226
23821.2165386,1251.11935643,46,954,0.385595765548,10324.1837546
26904.8118223,1126.00287007,292,708,0.381069353644,9465.53105814
10796.0323927,1111.89843337,0,1000,0.358053400281,8741.67449469
12692.5702575,1087.78779521,0,1000,0.360732601841,8627.76655442
6825.08990604,439.044516142,37,963,0.228656417614,3368.27476007
22775.0239185,1141.6400146,65,935,0.378129784303,9433.5937137
23734.4755402,428.299270758,873,127,0.307445431653,5346.69439796
7700.72406853,1384.97723477,0,1000,0.37135343401,10796.9315898
23756.5199161,425.691293582,882,118,0.30793169672,5327.75734664
20616.5993775,484.309350063,992,8,0.310192750562,4938.41708041
16305.0620409,213.629913504,304,696,0.231347207229,4622.08590797
22162.848511,1134.72799148,57,943,0.377020938776,9393.14683031
26936.3031007,1241.10094499,149,851,0.388629231498,10280.0812944
21789.6936989,1182.45689855,38,962,0.380225017639,9695.45268171
18374.1667598,144.411489883,25,975,0.219850813223,5265.01706324
25201.6953786,152.776805694,8,992,0.253232492066,6340.98648531
19060.7342531,549.014329649,940,60,0.315698421154,4902.69571126
24562.5036562,491.223429529,977,23,0.319542644723,5433.97492967
14966.0622945,1341.1035281,0,1000,0.381400881741,10719.9798006
11676.8752184,1308.09135572,0,1000,0.374507842294,10258.6071114
26469.0357932,848.52529708,786,214,0.362232225389,7197.24793538
28851.056638,556.233880019,974,26,0.335517888806,5963.69514438
5456.87671413,270.631301526,104,896,0.144063727017,2430.87565148
6716.21680974,1365.78949128,0,1000,0.367837085378,10587.1833667
28784.9216286,1488.6448734,43,957,0.401713601241,12187.7038263
18439.6158114,291.829276909,540,460,0.264319712456,4754.21322008
15703.8793456,358.88841648,873,127,0.268558186121,4248.91459165
10598.114776,185.995185929,317,683,0.175901109924,3641.48967083
15966.1875082,608.581920616,574,426,0.316032461436,5003.63692821
25196.6412244,1468.49475559,7,993,0.398024263813,11937.9416947
18426.032903,1132.37392462,6,994,0.372248865218,9289.00483707
13483.0710545,1275.99685494,0,1000,0.37618627068,10033.7498979
29844.5994762,1092.45876034,507,493,0.381929351399,9332.35911723
21850.4384714,540.480470894,996,4,0.320455712624,5185.15065027
27895.1896994,1282.04080626,140,860,0.391226224858,10615.8755416
12090.1981941,1105.10576139,0,1000,0.360506626159,8726.58745719
5518.95063994,556.795019324,0,1000,0.248155811796,4260.36392877
6068.48999969,1165.24037259,0,1000,0.348066617652,9065.63241513
7966.51537964,1310.51329755,0,1000,0.367227267832,10190.4457043
16913.1617304,340.62710705,857,143,0.269951287109,4440.42665765
8475.05519085,1133.03257887,0,1000,0.353569053141,8918.32467553
17071.281985,716.099504716,384,616,0.333417145753,5860.49278469
7888.95943384,397.199901151,198,802,0.227353092777,3163.63406364
17561.6412606,1270.98928366,0,1000,0.381238982204,10144.5432416
25074.5325234,120.13372734,2,998,0.243324441072,6514.47414446
20148.15495,1473.11132775,0,1000,0.394287969595,11862.6584182
26960.3965134,805.191742582,889,111,0.358853186162,6906.30106591
23863.4228741,1433.52350549,10,990,0.396057154638,11604.3746849
19805.5350359,723.634105027,614,386,0.33927702062,6027.6099476
9856.83931717,1081.30950983,0,1000,0.351633707799,8556.1614659
25745.5315365,726.081445169,966,34,0.350439338431,6220.57601784
15280.1016109,1016.61548729,4,996,0.358660722857,8285.03598375
7955.56028231,1028.70754621,0,1000,0.341662238738,8021.78735119
24828.2134841,662.096662206,996,4,0.340862591049,5879.99848286
9649.03768393,408.712299431,372,628,0.244837029815,3442.92155405
10247.4406331,1431.14612821,0,1000,0.379554757983,11200.4398323
29240.3985639,465.286006438,768,232,0.324600827489,5988.79968985
22489.9133099,1128.59199804,62,938,0.377622474691,9316.07923769
7895.57703301,1294.09694053,0,1000,0.365566882621,10061.9122819
17592.2150976,1088.33873135,2,998,0.366440335268,8981.39448613
17703.5428718,1260.81090366,0,1000,0.380678053623,10104.9096151
16943.5531051,968.337893946,22,978,0.357443692098,7912.73590238
24199.2493483,769.422498784,790,210,0.350784337538,6589.25599267
20831.5801771,979.99295976,139,861,0.364362688215,8132.20361963
18277.7372895,730.395467627,432,568,0.337222641975,6042.40552559
25648.523012,1144.00472568,222,778,0.383787331666,9349.4965458
28101.8247712,1075.18596455,442,558,0.379747345931,9092.50109453
19046.5948517,1248.45372254,3,997,0.380974132777,10109.7604123
28157.7068895,1039.96850137,533,467,0.378547581343,8705.87699343
25620.1737348,966.835263441,496,504,0.370702774248,8103.75757573
18798.4090765,1064.33470618,26,974,0.368761893715,8641.81369605
15649.9379508,438.573481127,856,144,0.285653309553,4272.51367324
21444.1346088,1454.83995822,1,999,0.393953348668,11810.1175418
28323.915594,890.153531735,789,211,0.365944700718,7705.47519098
18152.0630774,921.116491277,69,931,0.355654173649,7548.89933049
22816.6405986,1163.03519819,60,940,0.380120299723,9564.17564552
16782.7068692,370.424017051,898,102,0.275563745145,4408.96514444
14455.6130363,761.521626478,61,939,0.331385491197,6178.16028964
15327.6849543,824.210871373,42,958,0.340826633976,6718.73387545
15309.1623383,379.083686061,852,148,0.270435284133,4206.57488761
19394.64666,201.187729518,153,847,0.242003695861,5215.85056037
23132.1771353,1295.1163713,28,972,0.388442890916,10503.2419748
7176.7801852,604.551658652,0,1000,0.272542381919,4727.9232252
18637.2586193,383.009160809,932,68,0.284006938874,4695.16464421
18599.3277671,389.879917914,937,63,0.285421917859,4684.13174475
26223.0968808,424.238632695,768,232,0.313658277437,5626.80891874
11138.7657856,656.180067036,30,970,0.306771853951,5209.16886108
13570.9739669,1237.25665667,0,1000,0.372750938187,9821.13430546
19260.2372051,256.082766805,344,656,0.256627418383,5012.38793098
22867.3918895,914.189893834,409,591,0.362153486189,7658.45784582
16094.2834147,436.30720755,900,100,0.286419604591,4331.11275891
7023.84335893,495.315090296,7,993,0.246068718718,3852.86330624
23221.7451348,1327.25936117,14,986,0.389551386119,10811.1474993
19984.3248359,522.04827993,966,34,0.312350392988,4978.11630854
27255.9154812,381.769304829,512,488,0.306856525686,5875.88149262
5095.92847979,260.868886547,63,937,0.130621351304,2345.70867342
19578.1956132,802.811477923,371,629,0.347087198202,6664.14971087
6362.79824586,910.551443984,0,1000,0.319976390683,7087.99644299
17479.9737372,539.661330932,853,147,0.307961518317,4757.97335383
26815.647128,403.210866463,634,366,0.309770984477,5774.71522712
17184.6111137,221.953004049,322,678,0.240295173502,4715.81325597
11543.7774019,1067.98248524,0,1000,0.354971527004,8557.58997723
25734.6288455,973.937032685,476,524,0.370304711445,8242.04631286
27930.5146283,366.471762276,446,554,0.307346124283,5945.17808794
12480.8000329,874.981945956,0,1000,0.337911574306,7078.15881019
12804.7971696,703.201580901,54,946,0.319344199467,5635.36161615
24907.516523,1115.15562015,188,812,0.379371379581,9246.22995488
29644.2061346,1266.11235388,259,741,0.391475049669,10588.1228236
20034.6017788,1207.79800092,4,996,0.379510386868,9830.77503435
18614.8860896,574.908414453,859,141,0.317186688387,5006.33028753
23620.6269418,157.495440852,23,977,0.250966877022,6010.31231791
5500.58080845,724.337762723,0,1000,0.284706081162,5599.99816315
14686.6616029,187.509718063,260,740,0.21426605224,4392.00652484
16605.0986966,916.790121242,26,974,0.352495836614,7546.73911068
17007.3565493,966.886039334,21,979,0.357021768772,7938.02430558
10478.1515952,1026.38537787,0,1000,0.348772798844,8139.04383158
19910.8488881,257.980468255,331,669,0.261761543038,5065.5530275
5671.69140529,778.565315997,0,1000,0.296557995078,6004.28160025
7653.13947001,632.674643787,0,1000,0.283660829268,4918.85235876
14894.4419629,843.899558288,25,975,0.34249736209,6799.0982234
25140.0554473,958.412671727,461,539,0.369491687875,8054.19221398
29052.5526571,519.536153382,940,60,0.331211533224,5970.64950912
20457.2700017,849.888293616,322,678,0.352446919415,7141.42789504
21668.2882901,1052.94132739,109,891,0.372124966608,8637.59291753
15719.1073662,815.359044674,75,925,0.340320511402,6659.15462086
5552.14600311,175.294751721,4,996,0.0886813161554,2496.95758956
13341.5222136,601.145677308,299,701,0.306157781078,4841.89433746
8459.20501183,642.773213454,1,999,0.290183598683,5029.77009573
26424.1103453,1133.43557766,254,746,0.381903909135,9465.56333958
17309.0575833,1414.20048774,0,1000,0.389495490819,11168.4170729
26388.7780891,1081.21197327,300,700,0.378251703507,9133.3415723
12735.3199162,685.607554104,62,938,0.313646417002,5602.41706802
17891.9138436,1411.41437513,0,1000,0.389061120896,11292.2977125
9460.40241454,796.155435801,0,1000,0.31929314096,6289.41406675
26052.6715226,251.417022563,138,862,0.278559948212,6065.66596522
13145.6146471,959.786447543,0,1000,0.350160854785,7683.80600639
18887.4320283,368.430701818,892,108,0.282947911153,4719.01831537
10174.8399817,917.487007565,0,1000,0.337486589741,7220.77218139
7106.609033,1291.96805293,0,1000,0.363875316159,9994.65180732
22009.6103384,598.530312601,978,22,0.328555394081,5375.97295743
25691.8798529,483.768509481,958,42,0.321295700683,5543.48019064
24725.5711345,1135.81495123,172,828,0.380210277688,9439.5288597
8513.67817863,266.749146383,362,638,0.186882185666,3081.41350847
17951.929269,501.063232328,922,78,0.303458878016,4704.48262472
25913.2723063,1147.22250632,212,788,0.381421711502,9644.43290766
28214.9219714,1086.0694352,436,564,0.381356673439,9083.47806741
12656.6971282,1134.24091827,0,1000,0.362652672493,9071.39491297
22404.8111408,471.113798054,979,21,0.311450924572,5167.83891106
7317.87035316,370.018792595,174,826,0.211708327969,2997.22786427
25541.0391619,845.112024658,696,304,0.359302400905,7260.96913331
24797.2830508,241.931783645,141,859,0.273264670558,5901.4945915
17056.8499,1236.20081042,1,999,0.377626136196,9951.12379248
9364.74630609,180.23442989,246,754,0.16157749323,3367.89165539
22794.4486284,1090.39678165,120,880,0.375221596753,9040.41091218
19567.1536329,1357.69738314,0,1000,0.388346283117,10909.1021604
8035.37256505,273.75031128,345,655,0.185996377861,2965.24460391
9594.61662448,1109.58529731,0,1000,0.355010452821,8738.11179098
17180.300119,559.739701699,808,192,0.311284936771,4787.58606212
11220.4756518,134.670830349,154,846,0.160212581107,3927.20610782
11990.9080486,671.045446881,44,956,0.310119047909,5407.94169032
23200.3064286,290.918461948,312,688,0.280366923965,5480.65859973
11436.974461,1238.40671542,0,1000,0.369307165258,9778.28290582
14638.8390817,1184.1872926,0,1000,0.371167740398,9436.36367645
26400.0268819,809.360109598,874,126,0.35822056574,6914.00887262
25127.9213028,1149.93515732,170,830,0.381070628041,9588.43515453
6742.98564291,291.583233369,218,782,0.173218031202,2734.97979591
14695.8567791,1350.7666176,0,1000,0.381489686123,10745.3693944
23117.4063667,503.031548649,997,3,0.315406833834,5344.76952649
26562.2406222,1270.9818367,116,884,0.390372267988,10460.8720457
26305.3096629,542.396001067,994,6,0.330163255118,5649.45932188
6241.5372127,157.307531752,18,982,0.0926610194204,2714.46385929
6577.65917096,972.926871566,0,1000,0.330024558175,7552.01536355
21818.8996094,554.452841049,992,8,0.322331881913,5221.98115964
9489.99445372,572.173655909,31,969,0.281353129771,4523.62951942
16439.3832525,493.890876151,864,136,0.297600406794,4496.78567603
24575.0058712,765.540193179,820,180,0.350778624206,6569.90884047
16420.4450691,1150.21452892,1,999,0.370719660645,9295.79108227
7855.92848225,1283.9342901,0,1000,0.363924739742,10093.7726809
25699.411587,457.494688051,902,98,0.316561487038,5576.59077404
29529.5389152,629.191656615,1000,0,0.344721390586,6160.49557999
24798.3906961,752.754600907,857,143,0.349254962805,6518.90610864
15623.8378622,663.22986522,355,645,0.321824575208,5421.84369415
22976.8906797,636.03641241,971,29,0.336142155679,5579.89025699
28594.4526296,866.525035087,840,160,0.364850255315,7517.99942675
7514.06830655,451.246441012,44,956,0.236963706733,3530.37320286
20417.8177183,650.566080164,847,153,0.332063515138,5515.5060251
13654.922227,1305.11851167,0,1000,0.377662485253,10327.0560687
13754.9671375,1015.30145383,0,1000,0.355346148493,8209.56480161
27120.1987769,964.107417465,590,410,0.371505906455,8147.21377788
15106.0410385,423.900704764,849,151,0.280111313956,4193.63678494
26713.925537,1490.57127039,14,986,0.401270343185,12023.9126894
17915.6896895,890.495800497,77,923,0.352483321249,7328.10768865
17930.235783,498.440532023,923,77,0.302586070141,4700.2537561
22129.3628497,1287.45409404,19,981,0.387240492833,10410.3643071
10036.5980335,506.061644023,169,831,0.270470091035,4027.73531603
9243.98006453,471.291957577,160,840,0.256878039416,3743.40447002
15478.4043618,233.896968478,390,610,0.229117540818,4482.2241481
9297.81387494,258.619448933,438,562,0.193771680402,3228.53514898
9114.98188979,866.254556896,0,1000,0.328532503287,6799.12307351
12934.721293,189.431678822,373,627,0.201447198372,4065.68810099
17882.6296414,408.446729947,941,59,0.286759334056,4583.08175201
23794.2698511,243.313921379,177,823,0.271373594987,5723.27153518
23585.8792335,1368.7269274,13,987,0.392968495998,11074.5734721
26516.6954578,845.957854285,797,203,0.360915406662,7242.43465437
5263.7781091,1072.88573464,0,1000,0.335664552325,8276.92657331
26273.7975289,651.726206335,1000,0,0.34311003609,5906.73210391
5880.37935857,584.202403623,0,1000,0.258551724147,4483.91285268
25050.9567324,1144.65149562,174,826,0.381453400073,9478.61387384
18433.5123752,324.831168579,689,311,0.270440000042,4729.64506043
22980.8604758,368.737608685,649,351,0.294813992498,5315.6688049
12905.3780828,480.17063869,564,436,0.280276544551,4079.27891785
16908.0587709,1282.95919766,0,1000,0.38070538174,10291.0664454
15059.3263037,1037.65622603,2,998,0.359863927202,8364.73484359
20636.9515596,517.209597804,988,12,0.313948641732,5015.78695486
14324.9958344,316.800596858,780,220,0.25180656766,4054.83918542
22394.874124,392.651851118,792,208,0.298560308199,5176.98505572
29887.7742679,1421.89238259,105,895,0.398595563136,11845.9373132
11313.2597859,730.387536356,10,990,0.318920890094,5789.46592707
26181.7352508,719.961113531,983,17,0.349664675518,6262.73589985
28802.3914055,388.407952593,464,536,0.311686084178,6044.43624557
29645.0915861,578.612077815,995,5,0.339356524858,6063.57112043
25214.2635277,1274.05243907,67,933,0.389335097234,10433.0521696
5219.43027989,545.066545864,0,1000,0.240931063521,4153.05945928
12545.2342619,634.986072132,132,868,0.307374251524,5104.97353853
17634.1313594,152.355785956,54,946,0.219170061594,5081.41784761
20863.9117372,664.243827749,804,196,0.333323208241,5698.51660494
8018.66588898,969.660851346,0,1000,0.336278445465,7566.52269396
9673.28560734,1467.75175519,0,1000,0.382137400609,11355.2744306
17202.9385351,723.383627052,365,635,0.334425991512,5911.47817022
7480.73978794,1238.28792068,0,1000,0.358634564594,9707.72236961
20712.5543121,700.101989953,729,271,0.337929703987,5923.56974839
20686.6973772,401.217865028,929,71,0.293151176358,4997.54795513
29937.9533514,1393.13076443,139,861,0.398994764192,11446.4078533
10889.7056547,145.43150251,195,805,0.161477903675,3818.54534799
14978.1526024,534.429966247,686,314,0.300973550061,4476.18867183
10087.1998612,439.160024641,390,610,0.258827510671,3556.99531457
27963.0401299,1436.37537608,59,941,0.398737316327,11784.1573782
13470.3253799,165.789499017,227,773,0.195952340633,4255.34913786
10975.3632253,667.207978705,18,982,0.306388679771,5361.75217776
21009.5185532,980.422052816,153,847,0.36481156303,8123.52184783
23521.7315924,1290.70592458,25,975,0.388575826358,10485.6858047
21339.6693313,859.602665232,413,587,0.355778605047,7161.25234614
19826.4047559,483.584286705,985,15,0.30645770252,4881.05635175
8333.61177826,784.918159561,0,1000,0.311706751294,6196.00538307
12292.336387,439.561985159,617,383,0.271242746997,3824.69708345
10759.6660397,1394.03339823,0,1000,0.377789177901,11019.5956878
14233.8532237,504.941459424,674,326,0.292030821525,4280.26445224
7955.9598325,1029.23984053,0,1000,0.340949437665,8108.27948156
26639.2805279,1435.5233055,33,967,0.398414411218,11606.5877106
21850.9467847,908.102497416,291,709,0.359298707198,7649.82452969
13473.6194322,123.324661705,49,951,0.177866272159,4434.80717573
6937.07423412,1213.92432594,0,1000,0.355756431701,9456.34045362
19632.4206342,495.239372314,972,28,0.309016467838,4840.75214817
28349.4493179,458.978246037,798,202,0.321666073299,5896.76753204
24934.8591132,283.482078735,234,766,0.283558671743,5761.14094875
23758.2692968,811.128169404,672,328,0.354115532136,6917.47165674
17862.240025,535.001460456,883,117,0.310027178394,4757.80284238
16671.9524429,1299.56948746,0,1000,0.382031349936,10327.2589683
18403.8846508,603.607808986,783,217,0.319975856476,5146.31982729
16089.0837087,1104.30784941,0,1000,0.367868189521,8872.24013102
12373.6457007,1414.42776528,0,1000,0.382033721849,11174.8790178
23923.1913709,765.649048132,773,227,0.349282851875,6602.71019986
26591.0262491,1064.76953127,370,630,0.37774344509,8959.15951052
15671.458367,1495.53285376,0,1000,0.391212243878,11819.2721096
5760.39706211,255.611229571,112,888,0.138885875328,2511.88063232
26850.3418139,1117.62766055,315,685,0.381617164522,9333.46708514
8961.20095292,408.997619917,316,684,0.241314904036,3324.46391758
25567.5729903,187.087133941,24,976,0.263272283507,6227.26471836
15042.4223842,535.934715709,667,333,0.300363610928,4507.26921224
25986.3307215,803.850268667,849,151,0.357935774343,6858.88509143
20376.6157822,1011.16651315,84,916,0.365513097872,8408.1093332
17829.7472555,345.940942892,845,155,0.273187618175,4604.83543636
29331.5220972,1101.5334222,462,538,0.38224369363,9345.48189146
5238.58393675,381.968834265,9,991,0.18769297505,2869.18301539
14396.3116078,205.422010141,370,630,0.21603599755,4319.06635297
5178.55199021,1248.7625039,0,1000,0.351599345142,9762.032959
13230.7653996,739.422835406,47,953,0.325231424087,5957.06510492
16255.9072318,173.474386858,147,853,0.218389748428,4745.18666933
13797.1208309,456.648185953,726,274,0.281383115246,4075.04827861
18038.7746965,1087.8614366,9,991,0.369153399723,8846.15953003
29035.3635554,274.506393107,151,849,0.294201801846,6306.4940394
24146.7108041,990.275074401,305,695,0.368462920981,8367.1651368
6176.4594355,210.898415012,58,942,0.122462863489,2626.27465916
9719.8507768,127.227277515,96,904,0.136828544489,3637.0174832
28395.6532996,680.171756832,1000,0,0.348127904532,6226.4384914
12256.3775933,739.883526089,18,982,0.321640250965,5925.02239166
7798.36438137,886.709360615,0,1000,0.324047202358,6954.15593812
19210.7989516,953.308245835,79,921,0.359165700408,7901.29852138
29667.1902222,1208.79024458,327,673,0.388710969041,10145.9100944
17741.4112817,451.222860084,948,52,0.293574180175,4598.04245049
24629.7470881,1372.41156763,23,977,0.393377796223,11196.6341326
28634.2912285,782.36882651,985,15,0.358478761155,6855.02205183
28274.9654793,180.13136608,15,985,0.270268359925,6655.1366355
18682.6185827,170.710350972,62,938,0.230496444544,5193.07706617
11568.0235913,1346.61732511,0,1000,0.376854433357,10625.6730108
13108.2220107,761.147899041,25,975,0.328368476671,6078.84797697
25591.1398998,1433.00148891,17,983,0.397017190593,11652.9147313
19690.6747308,1092.60210557,25,975,0.370751179415,8997.34111588
14806.6760377,1248.82850197,0,1000,0.375386016875,9995.25819066
23250.0430857,726.572597845,858,142,0.345932423524,6177.08305433
6597.52357583,600.856667342,0,1000,0.269450927783,4616.75486058
7884.07008231,204.068455417,208,792,0.153667586287,2987.73166147
16805.6605995,1317.55384987,0,1000,0.382701213844,10470.1352355
14822.7333623,1098.03531243,0,1000,0.364586663792,8806.20374092
13679.8041161,462.195327056,694,306,0.281866153002,4075.90505085
20630.4031378,1211.85528628,10,990,0.380906648398,9854.12133823
21992.6195868,1412.69568818,4,996,0.392482881661,11478.3108257
20254.900099,898.254289648,217,783,0.356581811365,7488.59509437
24705.0232937,1419.32001844,18,982,0.395373012067,11496.1231708
18353.4923269,133.657738105,13,987,0.217300537826,5289.93090863
23717.4619332,1063.67377854,191,809,0.374748411474,8818.20410121
26679.4339125,398.398958199,620,380,0.308730412169,5763.23479561
10917.8825848,1438.18040737,0,1000,0.381442370026,11292.5057214
7424.4690745,1335.66163842,0,1000,0.366312750967,10494.0316051
8230.59498901,177.989561399,157,843,0.144455217571,3126.19826201
26125.3058369,180.837515787,21,979,0.263967227389,6330.92027283
11791.6047016,182.670209195,334,666,0.185896999703,3900.5275582
12385.5508392,245.258881375,586,414,0.21593165317,3846.53463508
21700.0812652,226.783247413,172,828,0.261452337935,5427.51721483
26296.1481731,286.657544751,228,772,0.286940413279,5973.53966453
5341.54219419,1244.06747275,0,1000,0.352266598715,9684.82370651
5723.60802062,1354.01689423,0,1000,0.363628362489,10434.5374946
5809.72851593,435.504093534,1,999,0.212887927319,3339.30332978
17846.6630517,570.180882532,829,171,0.313623162241,4921.72148785
13449.5386827,1215.30282172,0,1000,0.370851099782,9678.89595048
9687.61150398,1087.68603851,0,1000,0.352693916738,8582.01909459
10899.9151545,1150.83783816,0,1000,0.360341067113,9169.45674911
9635.22131909,300.962666787,466,534,0.2121810354,3280.93921567
17821.5720267,354.888377271,883,117,0.27547027118,4591.1469651
6990.12700449,1282.71660861,0,1000,0.362260155979,9923.71223486
21358.6616217,1089.73884587,72,928,0.374706800277,8902.41480339
11103.6889533,1321.52793188,0,1000,0.374052521546,10408.0736024
28145.6844054,730.153798641,993,7,0.353060778582,6436.42212608
14719.2103239,1023.99082687,1,999,0.358651059707,8241.50187635
11562.125278,283.977340052,599,401,0.22461267085,3615.01240334
22954.1986952,913.701662177,378,622,0.361560537427,7703.90257725
19989.931433,274.19063387,394,606,0.266534266964,5024.96596333
17848.8861795,870.491793645,95,905,0.350272096385,7177.30358597
25936.2397372,1066.17236498,317,683,0.377002857418,8972.21723073
27225.3048527,552.185562242,992,8,0.33160156762,5814.05974022
9325.5966944,324.887052609,421,579,0.216553289278,3238.78063967
7988.2716904,473.480896224,57,943,0.248743739364,3680.26093837
7660.29419175,422.446923384,125,875,0.234684305271,3256.95273026
8474.22487327,1250.45338433,0,1000,0.363772861135,9735.1045611
6197.84678283,1146.21657936,0,1000,0.345609053135,8972.86222213
22779.0022183,1427.92845827,7,993,0.394572711082,11555.2292197
24096.4124824,109.515167789,0,1000,0.236678528312,6411.7187894
24484.1291838,819.714687058,734,266,0.356730362497,6952.74941376
21025.6213251,831.495531141,417,583,0.352716155469,6940.94147119
15127.7012741,1200.86432057,0,1000,0.373569917123,9556.72129746
26248.6623944,103.79140511,1,999,0.244042018382,6778.33466579
17401.0680598,633.246515424,616,384,0.321774528193,5287.08968263
17302.300247,110.873298894,2,998,0.202482658998,5221.32847829
11956.6915903,1481.08235859,0,1000,0.38536450359,11636.949538
22179.7499925,653.585569955,926,74,0.337789799102,5570.17192439
15434.7905426,1240.71112737,0,1000,0.376448669714,9910.96652691
28445.6449876,533.536426547,970,30,0.330591142703,5960.13602774
7975.53270912,1048.00295029,0,1000,0.343364057517,8239.9912004
17088.7463691,196.499036462,191,809,0.231631767844,4790.8645356
11349.6188064,408.126091325,545,455,0.255862239644,3666.74972374
7239.15060706,1328.76904955,0,1000,0.365390153832,10418.4266185
11778.5564067,1101.50976642,0,1000,0.359672119343,8748.65978567
23060.2846633,1164.45951161,75,925,0.380809254209,9553.11391123
